uid,dt-created,dt-modified,event-dt-begin,event-dt-end,event-location,title,link
"20170419201241","2017-04-19 20:12:41 GMT","","2017-06-17","2017-10-22","Louisiana Museum of Modern Art, Humlebæk","Marina Abramović","https://en.louisiana.dk/exhibition/marina-abramovi%C4%87"
"20170421141934","2017-04-21 14:19:34 GMT","","2017-09-23","2018-01-14","Museum Kunstpalast, Düsseldorf","Axel Hütte. Night and Day","http://www.smkp.de/ausstellungen/ausblick/axel-huette-night-and-day/"
"20170421142158","2017-04-21 14:21:58 GMT","","2017-04-08","2017-07-30","Museum Kunstpalast, Düsseldorf","Cranach - Meister Marke Moderne","http://www.cranach2017.de/"
"20170424061423","2017-04-24 06:14:23 GMT","","2017-06-13","2017-09-24","Musée d'Orsay, Paris","Portraits de Cézanne","http://www.musee-orsay.fr/fr/evenements/expositions/au-musee-dorsay/presentation-generale/article/portraits-de-cezanne-46126.html?tx_ttnews%5BbackPid%5D=254&cHash=290fd499b0"
"20170424062223","2017-04-24 06:22:23 GMT","","2017-03-18","2017-06-04","Museo Correr, Venezia","From Poussin to Cézanne: French Drawing","http://correr.visitmuve.it/en/mostre-en/mostre-in-corso-en/prat-collection-exhib/2017/03/18459/from-poussin-to-cezanne-marterpieces-of-the-french-drawing/"
"20170424062601","2017-04-24 06:26:01 GMT","","2017-10-19","2018-01-21","Courtauld Gallery, London","Soutine’s Portraits ","http://courtauld.ac.uk/gallery/what-on/exhibitions-displays/soutine"
"20170424063451","2017-04-24 06:34:51 GMT","","2017-10-11","2018-01-22","Grand Palais, Paris","Gauguin. L'alchimiste","http://www.grandpalais.fr/fr/evenement/gauguin-lalchimiste"
"20170424063758","2017-04-24 06:37:58 GMT","","2017-09-21","2018-01-29","Grand Palais, Paris","Irving Penn","http://www.grandpalais.fr/fr/evenement/irving-penn"
"20170424070119","2017-04-24 07:01:19 GMT","","2017-05-20","2017-08-27","Albertinum, Dresden","Gerhard Richter. Neue Bilder","http://www.skd.museum/de/sonderausstellungen/gerhard-richter-neue-bilder/index.html"
"20170424070855","2017-04-24 07:08:55 GMT","","2017-02-09","2017-05-01","Museum Ludwig, Köln","Gerhard Richter. Neue Bilder","http://www.museum-ludwig.de/de/ausstellungen/gerhard-richter-neue-bilder.html"
"20170424071039","2017-04-24 07:10:39 GMT","","2017-11-18","2018-03-04","Museum Ludwig, Köln","James Rosenquist – Painting as Immersion","http://www.museum-ludwig.de/de/ausstellungen/vorschau.html"
"20170425070958","2017-04-25 07:09:58 GMT","","2017-05-19","2017-11-12","The Queen's Gallery, Buckingham Palace, London","Canaletto & the Art of Venice","https://www.royalcollection.org.uk/whatson/event/813258/Canaletto-&-the-Art-of-Venice"
"20170425072103","2017-04-25 07:21:03 GMT","","2017-06-09","2017-11-19","Musée Cernuschi, Paris","Lee Ungno, l'homme des foules","http://www.cernuschi.paris.fr/fr/expositions/lee-ungno-l-homme-des-foules"
"20170425072346","2017-04-25 07:23:46 GMT","","2017-09-15","2017-12-17","Petit Palais, Paris","Anders Zorn","http://www.petitpalais.paris.fr/en/expositions/anders-zorn"
"20170425072606","2017-04-25 07:26:06 GMT","2017-07-17 06:00:06 GMT","2017-09-15","2018-04-08","Petit Palais, Paris","The Art of pastel from Degas to Redon","http://www.petitpalais.paris.fr/en/expositions/art-pastel-degas-redon"
"20170425072916","2017-04-25 07:29:16 GMT","","2017-03-21","2017-07-09","Petit Palais, Paris","From Watteau to David","http://www.petitpalais.paris.fr/en/expositions/watteau-david"
"20170426103007","2017-04-26 10:30:07 GMT","2017-05-02 06:11:11 GMT","2017-04-26","2017-08-28","Fondation Louis Vuitton","Art/Africa, le nouvel atelier","http://www.fondationlouisvuitton.fr/en/expositions/art_afrique_le_nouvel_atelier.html"
"20170501084801","2017-05-01 08:48:01 GMT","","2017-05-20","2017-10-30","Centre Pompidou, Metz","Fernand Léger. Le Beau est partout","http://www.centrepompidou-metz.fr/fernand-l-ger-le-beau-est-partout"
"20170501085538","2017-05-01 08:55:38 GMT","","2017-05-27","2017-08-28","Musée national Marc Chagall, Nice","Marc Chagall, sculptures","http://www.grandpalais.fr/en/event/marc-chagall-sculptures"
"20170502084308","2017-05-02 08:43:08 GMT","2017-05-02 08:45:34 GMT","2017-05-13","2017-09-17","Musée Bonnard, Le Cannet","Bonnard / Vuillard","http://www.museebonnard.fr/"
"20170503095437","2017-05-03 09:54:37 GMT","2017-10-30 11:25:13 GMT","2017-12-09","2018-05-21","Museum Frieder Burda, Baden-Baden","America! America! How real is real?","https://www.museum-frieder-burda.de/?id=22&L=0&tx_eventbase_exhibition%5Bexhibition%5D=117&tx_eventbase_exhibition%5Baction%5D=show&tx_eventbase_exhibition%5Bcontroller%5D=Exhibition"
"20170503211903","2017-05-03 21:19:03 GMT","2017-06-06 06:54:15 GMT","2017-06-28","2017-10-29","Château de Tours","Willy Ronis","http://www.jeudepaume.org/index.php?page=article&idArt=2865"
"20170504100452","2017-05-04 10:04:52 GMT","","2018-09-20","2019-01-06","Albertina, Wien","Claude Monet","http://www.albertina.at/en/exhibitions/current?ausstellungen_id=1483997716633&j-cc-item=ausstellungen&j-cc-id=1483997716633&j-cc-node=item"
"20170504211800","2017-05-04 21:18:00 GMT","","2017-08-12","2017-11-05","NRW-Forum, Düsseldorf","Erik Kessels & friends","http://www.nrw-forum.de/ausstellungen/erik-kessels"
"20170504212530","2017-05-04 21:25:30 GMT","","2017-04-13","2017-08-27","Kunsthalle der Hypo-Kulturstiftung, München","Peter Lindbergh","http://www.kunsthalle-muc.de/en/exhibitions/details/peterlindbergh/"
"20170504212658","2017-05-04 21:26:58 GMT","","2017-09-22","2018-01-28","Kunsthalle der Hypo-Kulturstiftung, München","Masterpieces of the Paris Salon from the Musée d’Orsay","http://www.kunsthalle-muc.de/en/exhibitions/preview/"
"20170505200652","2017-05-05 20:06:52 GMT","","2017-05-25","2017-08-13","British Museum, London","Hokusai: beyond the Great Wave","http://www.britishmuseum.org/whats_on/exhibitions/hokusai.aspx"
"20170508064542","2017-05-08 06:45:42 GMT","","2017-09-14","2018-01-14","Musée Marmottan Monet, Paris","Monet Collectionneur","http://www.marmottan.fr/uk/Exposition_%C3%A0_venir-musee-2590"
"20170508064817","2017-05-08 06:48:17 GMT","2017-06-26 05:52:55 GMT","2017-02-23","2017-07-16","Musée Marmottan Monet, Paris","Camille Pissarro","http://www.marmottan.fr/uk/Current_exhibition-musee-2576"
"20170509121637","2017-05-09 12:16:37 GMT","2017-07-17 05:47:47 GMT","2017-10-10","2018-02-11","Musée Picasso, Paris","Picasso 1932","http://www.museepicassoparis.fr/en/a_venir-2/"
"20170511152321","2017-05-11 15:23:21 GMT","","2019-04-17","2019-07-21","Alte Pinakothek, München","Utrecht, Caravaggio and Europe","https://www.pinakothek.de/en/exhibitions/utrecht-caravaggio-and-europe-1600-1630"
"20170512103834","2017-05-12 10:38:34 GMT","","2019-10-01","2020-02-01","Alte Pinakothek, München","Anthony van Dyck","https://www.pinakothek.de/en/exhibitions/anthony-van-dyck-1599-1641"
"20170512104053","2017-05-12 10:40:53 GMT","","2018-10-18","2019-01-27","Alte Pinakothek, München","Florence and its Painters: from Giotto to Leonardo da Vinci","https://www.pinakothek.de/en/exhibitions/florence-and-its-painters-from-giotto-to-leonardo-da-vinci"
"20170512104245","2017-05-12 10:42:45 GMT","2017-05-12 10:44:23 GMT","2018-03-01","2018-06-10","Pinakothek der Moderne, München","Paul Klee. Construction of Mystery","https://www.pinakothek.de/en/exhibitions/paul-klee-construction-of-mystery"
"20170513074017","2017-05-13 07:40:17 GMT","","2017-04-26","2017-09-17","Museo Picasso, Málaga","Bacon, Freud, and the London painters","http://www.museopicassomalaga.org/exposiciones-temporales/bacon-freud-y-la-escuela-de-londres"
"20170515062231","2017-05-15 06:22:31 GMT","2017-05-15 06:34:07 GMT","2017-07-08","2017-10-01","Compton Verney Art Gallery, Compton Verney","Seurat to Riley: The Art of Perception","http://www.comptonverney.org.uk/thing-to-do/seurat-riley-art-perception/2017-07-08/"
"20170517074625","2017-05-17 07:46:25 GMT","","2017-07-14","2017-10-22","Museo Guggenheim, Bilbao","Georg Baselitz. Hero","https://www.guggenheim-bilbao.eus/en/exhibitions/georg-baselitz-hero/"
"20170518095643","2017-05-18 09:56:43 GMT","","2017-05-13","2017-11-26","Venezia","Biennale di Venezia","http://www.labiennale.org/en/art/"
"20170521195240","2017-05-21 19:52:40 GMT","","2017-03-24","2017-07-30","Chiostro Del Bramante, Roma","Jean-Michel Basquiat. New York City","http://www.chiostrodelbramante.it/post_mostra/jean-michel-basquiat-new-york-city/"
"20170523152102","2017-05-23 15:21:02 GMT","","2017-10-12","2018-01-14","Turner Contemporary, Margate","Arp: The Poetry of Forms","https://www.turnercontemporary.org/"
"20170524071329","2017-05-24 07:13:29 GMT","","2017-05-28","2017-10-01","Fondation Beyeler, Basel","Wolfgang Tillmans","https://www.fondationbeyeler.ch/ausstellungen/wolfgang-tillmans/"
"20170529061034","2017-05-29 06:10:34 GMT","","2017-06-20","2017-09-24","Museo Thyssen-Bornemisza, Madrid","Renaissance Venice","https://www.museothyssen.org/en/exposiciones/renaissance-venice"
"20170529061623","2017-05-29 06:16:23 GMT","","2017-10-06","2018-01-28","Wallraf-Richartz-Museum, Köln","Tintoretto","http://www.wallraf.museum/ausstellungen/vorschau/2017-10-06-tintoretto/"
"20170529063949","2017-05-29 06:39:49 GMT","","2018-02-08","2018-05-21","Städel Museum, Frankfurt","Rubens","http://www.staedelmuseum.de/en/exhibitions/rubens"
"20170529064344","2017-05-29 06:43:44 GMT","","2019-02-13","2019-05-26","Städel Museum, Frankfurt","Renaissance in Venice","http://www.staedelmuseum.de/en/exhibitions/renaissance-venice"
"20170529064643","2017-05-29 06:46:43 GMT","","2019-10-30","2020-02-16","Städel Museum, Frankfurt","Van Gogh and Germany","http://www.staedelmuseum.de/en/exhibitions/van-gogh"
"20170601064514","2017-06-01 06:45:14 GMT","","2018-03-28","2018-07-23","Musée du Louvre, Paris","Eugène Delacroix","http://www.louvre.fr/expositions/eugene-delacroix-1798-1863"
"20170601070545","2017-06-01 07:05:45 GMT","2017-10-09 10:16:03 GMT","2017-10-25","2018-01-21","Albertina, Wien","Robert Frank","http://www.albertina.at/en/exhibitions/current?ausstellungen_id=1469335167711&j-cc-item=ausstellungen&j-cc-id=1469335167711&j-cc-node=item"
"20170601070904","2017-06-01 07:09:04 GMT","","2017-09-29","2018-01-07","Albertina, Wien","Raphael","http://www.albertina.at/en/exhibitions/current?ausstellungen_id=1455214727784&j-cc-item=ausstellungen&j-cc-id=1455214727784&j-cc-node=item"
"20170601071107","2017-06-01 07:11:07 GMT","","2019-09-20","2020-01-06","Albertina, Wien","Albrecht Dürer","http://www.albertina.at/en/exhibitions/current?ausstellungen_id=1463659444750&j-cc-item=ausstellungen&j-cc-id=1463659444750&j-cc-node=item"
"20170601071251","2017-06-01 07:12:51 GMT","","2017-09-08","2017-12-03","Albertina, Wien","Pieter Bruegel the Elder","http://www.albertina.at/en/exhibitions/current?ausstellungen_id=1455214727675&j-cc-item=ausstellungen&j-cc-id=1455214727675&j-cc-node=item"
"20170601072903","2017-06-01 07:29:03 GMT","2018-01-22 08:33:10 GMT","2018-03-10","2018-07-22","Museum De Pont, Tilburg","Rineke Dijkstra","http://www.depont.nl/tentoonstelling/detail/rineke-dijkstra/"
"20170601085307","2017-06-01 08:53:07 GMT","","2017-06-09","2017-09-03","Museum Folkwang, Essen","San Francisco 1967","https://www.museum-folkwang.de/de/aktuelles/ausstellungen/ausblick/san-francisco-1967.html"
"20170604095219","2017-06-04 09:52:19 GMT","2017-10-23 10:08:12 GMT","2017-10-18","2018-02-19","Musée de l'Orangerie, Paris","Dada Africa, sources et influences extra-occidentales","http://www.musee-orangerie.fr/en/event/dada-africa-non-western-sources-and-influences"
"20170606063116","2017-06-06 06:31:16 GMT","2017-06-06 06:36:40 GMT","2017-12-02","2018-04-29","Scottish National Gallery, Edinburgh","A New Era: Scottish Modern Art 1900-50","https://www.nationalgalleries.org/exhibition/new-era-scottish-modern-art-1900-50"
"20170606063737","2017-06-06 06:37:37 GMT","2017-06-06 06:40:19 GMT","2017-06-17","2017-09-24","Scottish National Gallery, Edinburgh","Beyond Caravaggio","https://www.nationalgalleries.org/exhibition/beyond-caravaggio"
"20170606064246","2017-06-06 06:42:46 GMT","","2017-07-01","2017-10-29","Scottish National Gallery, Edinburgh","True to Life: British Realist Painting in the 1920s and 1930s","https://www.nationalgalleries.org/exhibition/true-life-british-realist-painting-1920s-and-1930s"
"20170606064922","2017-06-06 06:49:22 GMT","","2017-10-06","2018-02-04","Hamburger Kunsthalle, Hamburg","Anita Rée","http://www.hamburger-kunsthalle.de/ausstellungen/anita-ree"
"20170606065512","2017-06-06 06:55:12 GMT","","2017-10-17","2018-01-21","Jeu de Paume, Paris","Albert Renger-Patzsch","http://www.jeudepaume.org/index.php?page=article&idArt=2757"
"20170612065225","2017-06-12 06:52:25 GMT","2017-07-17 06:53:06 GMT","2017-07-15","2017-10-15","K20 Kunstsammlung NRW, Düsseldorf","Art et Liberté: Rupture, War, and Surrealism in Egypt 1938–1948","https://www.kunstsammlung.de/en/discover/exhibitions.html"
"20170612065542","2017-06-12 06:55:42 GMT","","2018-11-10","2019-03-10","K20 Kunstsammlung NRW, Düsseldorf","Excentric Modernism","https://www.kunstsammlung.de/en/discover/exhibition-preview.html"
"20170612070401","2017-06-12 07:04:01 GMT","","2017-08-04","2017-11-26","The Queen's Gallery, Palace of Holyroodhouse, Edinburgh","Shadows of War. Roger Fenton's Photographs of the Crimea","https://www.royalcollection.org.uk/whatson/event/813260/Shadows-of-War"
"20170612072216","2017-06-12 07:22:16 GMT","","2017-07-07","2017-09-03","Museum Küppersmühle, Duisburg","Erwin Wurm","http://www.museum-kueppersmuehle.de/ausstellungen/ausstellungen/vorschau-2017/"
"20170612072430","2017-06-12 07:24:30 GMT","","2017-07-07","2017-10-29","Lehmbruck Museum, Duisburg","Erwin Wurm","http://www.lehmbruckmuseum.de/?p=10076"
"20170619062142","2017-06-19 06:21:42 GMT","","2017-06-24","2017-10-15","Stedelijk Museum, Amsterdam","Edward Krasiński","http://www.stedelijk.nl/en/exhibitions/edward-krasiski"
"20170619062520","2017-06-19 06:25:20 GMT","2017-06-19 06:28:50 GMT","2018-11-10","2019-03-24","Museum Frieder Burda, Baden-Baden","Die Brücke","https://www.museum-frieder-burda.de/index.php?id=22&L=0&tx_eventbase_exhibition%5Bexhibition%5D=118&tx_eventbase_exhibition%5Baction%5D=show&tx_eventbase_exhibition%5Bcontroller%5D=Exhibition&cHash=3a4f022e2ccaa74c698cecbe5baed6d5"
"20170619063315","2017-06-19 06:33:15 GMT","2017-10-16 11:07:22 GMT","2017-10-12","2018-01-07","Kulturforum, Berlin","Faces of China. Portrait Painting of the Ming and Qing Dynasty","http://www.smb.museum/en/exhibitions/detail/gesichter-chinas.html"
"20170619063704","2017-06-19 06:37:04 GMT","","2019-03-01","2019-06-30","Gemäldegalerie, Berlin","Mantegna and Bellini","http://www.smb.museum/en/exhibitions/detail/mantegna-und-bellini.html"
"20170619064047","2017-06-19 06:40:47 GMT","","2018-12-07","2019-03-03","Kupferstichkabinett, Berlin","French Master Drawings","http://www.smb.museum/en/exhibitions/detail/rendezvous-die-franzoesischen-meisterzeichnungen-des-kupferstichkabinetts.html"
"20170622201716","2017-06-22 20:17:16 GMT","","2017-11-18","2018-04-02","Kunsthalle zu Kiel, Kiel","Nolde und die Brücke","http://www.kunsthalle-kiel.de/de/ausstellungen/vorschau.html"
"20170622201902","2017-06-22 20:19:02 GMT","","2017-05-20","2017-08-27","Kunsthalle zu Kiel, Kiel","Anita Albus - Die Kunst zu sehen","http://www.kunsthalle-kiel.de/de/ausstellungen/anita-albus"
"20170625092219","2017-06-25 09:22:19 GMT","","2017-05-21","2017-09-17","Georg Kolbe Museum, Berlin","Alfred Flechtheim. Modernism’s Art Dealer","http://www.georg-kolbe-museum.de/"
"20170626055739","2017-06-26 05:57:39 GMT","","2017-11-10","2018-01-28","Kunsthaus Zürich","French Painting 1820 – 1880","http://www.kunsthaus.ch/en/exhibitions/coming-soon/french-painting/"
"20170626061516","2017-06-26 06:15:16 GMT","","2017-09-03","2018-01-28","Max Ernst Museum, Brühl","Joan Miró","http://www.maxernstmuseum.lvr.de/de/ausstellungen/vorschau/vorschau.html"
"20170626062022","2017-06-26 06:20:22 GMT","","2018-09-22","2019-01-06","Palazzo dei Diamanti, Ferrara","Gustave Courbet","http://www.palazzodiamanti.it/1617/gustave-courbet"
"20170626062226","2017-06-26 06:22:26 GMT","","2017-10-14","2018-01-07","Palazzo dei Diamanti, Ferrara","Carlo Bononi","http://www.palazzodiamanti.it/1601/carlo-bononi"
"20170703063304","2017-07-03 06:33:04 GMT","2017-11-20 11:12:09 GMT","2017-11-14","2018-03-18","Lenbachhaus, München","Joseph Beuys. Impeccable Pictures 1945-1984","http://www.lenbachhaus.de/exhibitions/vorschau-2017/joseph-beuys/?L=1"
"20170703064218","2017-07-03 06:42:18 GMT","","2017-10-27","2018-03-04","Pinakothek der Moderne, München","Araki.Tokyo","https://www.pinakothek.de/ausstellungen/araki-tokyo"
"20170703064837","2017-07-03 06:48:37 GMT","","2018-03-23","2018-06-24","Van Gogh Museum, Amsterdam","Van Gogh & Japan","https://www.vangoghmuseum.nl/en/whats-on/exhibitions/van-gogh-and-japan"
"20170703065659","2017-07-03 06:56:59 GMT","","2017-09-15","2017-12-06","Foam, Amsterdam","André Kertész - Mirroring Life","http://www.foam.org/museum/programme/andre-kertesz"
"20170703070011","2017-07-03 07:00:11 GMT","","2017-11-15","2018-03-05","Bauhaus-Archiv, Berlin","New Bauhaus Chicago: Experiment Photography","http://www.bauhaus.de/en/ausstellungen/sonderausstellungen/2371_new_bauhaus_chicago_experiment_fotografie/"
"20170710063009","2017-07-10 06:30:09 GMT","","2018-09-01","2018-12-02","Mu.ZEE, Oostende","Felix Nussbaum","http://muzee.be/en/muzee/t208954/felix-nussbaum"
"20170710063739","2017-07-10 06:37:39 GMT","2017-11-29 11:27:44 GMT","2018-11-09","2019-03-10","LWL-Museum für Kunst und Kultur, Münster","Bauhaus and America – Interactions","https://www.lwl.org/LWL/Kultur/museumkunstkultur/ausstellungen/"
"20170710064424","2017-07-10 06:44:24 GMT","","2017-09-07","2018-01-14","Mauritshuis, Den Haag","Neighbours. Portraits from Flanders 1400-1700","https://www.mauritshuis.nl/en/discover/exhibitions/upcoming/"
"20170710064740","2017-07-10 06:47:40 GMT","","2017-07-22","2017-10-22","Martin-Gropius-Bau, Berlin","Lucian Freud: Closer","https://www.berlinerfestspiele.de/de/aktuell/festivals/gropiusbau/programm_mgb/mgb17_lucian_freud/ausstellung_lucian_freud/ausstellung_lucian_freud_211733.php"
"20170710065246","2017-07-10 06:52:46 GMT","","2017-06-10","2017-09-10","Kunstmuseum Basel","Otto Freundlich","https://kunstmuseumbasel.ch/de/ausstellungen/2017/otto-freundlich"
"20170710065646","2017-07-10 06:56:46 GMT","","2017-06-10","2017-09-24","Kunstmuseum Basel","The Hidden Cézanne","https://kunstmuseumbasel.ch/en/exhibitions/2017/der-verborgene-cezanne"
"20170717054524","2017-07-17 05:45:24 GMT","","2017-03-21","2017-09-03","Musée Picasso, Paris","Olga Picasso","http://www.museepicassoparis.fr/en/olga-picasso-exhibition/"
"20170717060941","2017-07-17 06:09:41 GMT","","2017-07-23","2017-11-05","Arp Museum Bahnhof Rolandseck, Remagen","Werner Klotz – the eye is a peculiar animal","http://arpmuseum.org/en/exhibitions/temporary-exhibitions/preview/the-eye-is-a-peculiar-animal.html"
"20170717061846","2017-07-17 06:18:46 GMT","2017-07-17 06:24:03 GMT","2017-09-10","2018-01-14","Von der Heydt-Kunsthalle, Wuppertal-Barmen","Tobias Zielony - Haus der Jugend","http://www.von-der-heydt-kunsthalle.de/Vorschau.html"
"20170717063517","2017-07-17 06:35:17 GMT","2017-07-17 06:36:34 GMT","2017-11-24","2018-03-11","Hôtel de Caumont, Aix-en-Provence","Botero: a dialogue with Picasso","http://www.caumont-centredart.com/en/node/1476"
"20170717064251","2017-07-17 06:42:51 GMT","2017-07-17 06:44:05 GMT","2017-12-02","2018-04-08","Kunstmuseum Stuttgart","Patrick Angus","http://www.kunstmuseum-stuttgart.de/index.php?site=Ausstellungen;Vorschau_Details&id=109"
"20170724090118","2017-07-24 09:01:18 GMT","2017-07-24 09:02:44 GMT","2018-06-30","2018-10-21","Museum Barberini, Potsdam","Gerhard Richter. Abstraction","https://www.museum-barberini.com/en/exhibitions/"
"20170724090716","2017-07-24 09:07:16 GMT","2017-07-24 09:08:35 GMT","2017-10-06","2018-01-14","Museo Guggenheim, Bilbao","Anni Albers: Touching Vision","https://www.guggenheim-bilbao.eus/en/exhibitions/anni-albers-touching-vision/"
"20170724092223","2017-07-24 09:22:23 GMT","2017-07-24 09:24:19 GMT","2017-09-16","2018-01-21","Kunstmuseum Basel","Chagall – The Breakthrough Years","https://kunstmuseumbasel.ch/en/exhibitions/2017/chagall"
"20170724092917","2017-07-24 09:29:17 GMT","2017-07-24 09:33:00 GMT","2017-06-15","2017-09-15","Obecní dům, Praha","Miloslav Troup - 100 Years","http://www.obecnidum.cz/en/miloslav-troup-100-years-1404048274.html"
"20170731055629","2017-07-31 05:56:29 GMT","2017-07-31 05:57:33 GMT","2017-10-14","2018-03-04","Gemeentemuseum, Den Haag","Art Deco","https://www.gemeentemuseum.nl/en/exhibitions/art-deco"
"20170731055806","2017-07-31 05:58:06 GMT","2017-09-25 09:11:27 GMT","2018-03-24","2018-06-24","Gemeentemuseum, Den Haag","Max Liebermann and German Impressionism","https://www.gemeentemuseum.nl/en/exhibitions/max-liebermann"
"20170731060252","2017-07-31 06:02:52 GMT","2017-07-31 06:03:51 GMT","2017-11-25","2018-04-02","Gemeentemuseum, Den Haag","Julio González","https://www.gemeentemuseum.nl/en/exhibitions/julio-gonzalez"
"20170731060841","2017-07-31 06:08:41 GMT","2017-07-31 06:11:07 GMT","2017-11-21","2018-03-18","Museo Nacional del Prado, Madrid","Mariano Fortuny","https://www.museodelprado.es/en/whats-on/exhibition/mariano-fortuny-1838-1874/8216331b-8024-4d46-8a6a-f6ba89095f02"
"20170731062927","2017-07-31 06:29:27 GMT","2017-09-25 09:32:07 GMT","2018-05-02","2018-10-14","Tate Modern, London","Into the Light: Photography and Abstract Art","http://www.tate.org.uk/whats-on/tate-modern/exhibition/light-photography-and-abstract-art"
"20170731063232","2017-07-31 06:32:32 GMT","2017-07-31 06:33:33 GMT","2018-03-08","2018-09-09","Tate Modern, London","Picasso 1932 – Love, Fame, Tragedy","http://www.tate.org.uk/whats-on/tate-modern/exhibition/ey-exhibition-picasso-1932-love-fame-tragedy"
"20170810055116","2017-08-10 05:51:16 GMT","2017-08-10 05:52:19 GMT","2018-04-09","2018-07-29","National Gallery, London","Monet","http://www.nationalgallery.org.uk/whats-on/exhibitions/the-credit-suisse-exhibition-monet-architecture"
"20170810055418","2017-08-10 05:54:18 GMT","2017-08-10 05:55:06 GMT","2018-10-01","2019-01-27","National Gallery, London","Mantegna and Bellini","http://www.nationalgallery.org.uk/whats-on/exhibitions/mantegna-and-bellini"
"20170810055528","2017-08-10 05:55:28 GMT","2017-08-10 05:56:28 GMT","2018-11-05","2019-02-10","National Gallery, London","Lorenzo Lotto – Portraits","http://www.nationalgallery.org.uk/whats-on/exhibitions/lorenzo-lotto-portraits"
"20170810060156","2017-08-10 06:01:56 GMT","2017-08-10 06:03:08 GMT","2018-02-13","2018-05-27","Museo Thyssen-Bornemisza, Madrid","Sorolla and Fashion","https://www.museothyssen.org/en/exposiciones/sorolla-and-fashion"
"20170810060342","2017-08-10 06:03:42 GMT","2017-09-28 11:35:29 GMT","2018-06-05","2018-09-09","Museo Thyssen-Bornemisza, Madrid","Victor Vasarely. The birth of Op Art","https://www.museothyssen.org/en/exposiciones/victor-vasarely-birth-op-art"
"20170814072204","2017-08-14 07:22:04 GMT","2017-08-14 07:23:23 GMT","2018-01-21","2018-04-29","Fondation Beyeler, Basel","Georg Baselitz","https://www.fondationbeyeler.ch/baselitz/"
"20170814072355","2017-08-14 07:23:55 GMT","2017-08-14 07:24:39 GMT","2018-04-29","2018-09-02","Fondation Beyeler, Basel","Bacon-Giacometti","https://www.fondationbeyeler.ch/bacongiacometti/"
"20170814072631","2017-08-14 07:26:31 GMT","2017-08-14 07:27:45 GMT","2017-11-28","2018-02-25","Musée d'Orsay, Paris","Degas, Danse, Dessin","http://www.musee-orsay.fr/en/events/exhibitions/in-the-musee-dorsay/exhibitions-in-the-musee-dorsay/article/degas-danse-dessin-46519.html?tx_ttnews%5BbackPid%5D=254&cHash=5607894a8e"
"20170814073119","2017-08-14 07:31:19 GMT","2017-08-14 07:32:35 GMT","2018-04-28","2018-08-20","Centre Pompidou, Metz","Couples modernes","http://www.centrepompidou-metz.fr/en/couples-modernes"
"20170814073354","2017-08-14 07:33:54 GMT","2017-08-14 07:34:46 GMT","2018-10-13","2019-04-15","Centre Pompidou, Metz","Peindre la nuit","http://www.centrepompidou-metz.fr/en/peindre-la-nuit"
"20170821062557","2017-08-21 06:25:57 GMT","2017-08-21 06:27:03 GMT","2018-09-19","2019-01-13","Städel Museum, Frankfurt","Lotte Laserstein","http://www.staedelmuseum.de/en/exhibitions/lotte-laserstein"
"20170821063432","2017-08-21 06:34:32 GMT","2017-08-21 06:36:55 GMT","2017-10-27","2018-02-25","Schirn Kunsthalle, Frankfurt","Splendor and Misery in the Weimar Republic","http://www.schirn.de/en/exhibitions/2017/weimarer_republik/"
"20170821064726","2017-08-21 06:47:26 GMT","2017-08-21 06:48:52 GMT","2017-09-15","2018-01-22","Musée Jacquemart-André, Paris","The Hansen's Secret Garden","http://www.musee-jacquemart-andre.com/en/hansens-secret-garden"
"20170821065641","2017-08-21 06:56:41 GMT","2017-08-21 06:57:51 GMT","2018-04-21","2018-08-26","Museum De Pont, Tilburg","Sean Scully","http://www.depont.nl/tentoonstellingen/nu-en-later/detail/pers/sean-scully/"
"20170821070300","2017-08-21 07:03:00 GMT","2017-08-21 07:03:54 GMT","2018-04-13","2018-08-20","Musée de l'Orangerie, Paris","The Water Lilies. The Abstract Art of New York and the last Monet","http://www.musee-orangerie.fr/en/event/water-lilies-abstract-art-new-york-and-last-monet"
"20170828063912","2017-08-28 06:39:12 GMT","2017-08-28 06:39:58 GMT","2017-10-27","2018-01-07","Palais des Beaux-Arts, Brussel","Jean Glibert. Peintre en bâtiment","http://www.bozar.be/en/activities/131526-jean-glibert-peintre-en-batiment"
"20170828064030","2017-08-28 06:40:30 GMT","2017-08-28 06:41:21 GMT","2018-02-09","2018-06-03","Palais des Beaux-Arts, Brussel","Fernand Léger","http://www.bozar.be/en/activities/126681-fernand-leger"
"20170828064135","2017-08-28 06:41:35 GMT","2017-08-28 06:42:15 GMT","2018-02-23","2018-05-27","Palais des Beaux-Arts, Brussel ","Spanish Still Life","http://www.bozar.be/en/activities/126682-spanish-still-life"
"20170828064312","2017-08-28 06:43:12 GMT","2017-10-16 10:42:18 GMT","2018-10-10","2019-01-13","Palais des Beaux-Arts, Brussel","Theodoor Van Loon","http://www.bozar.be/en/activities/126716-theodoor-van-loon"
"20170828064654","2017-08-28 06:46:54 GMT","2017-08-28 06:47:59 GMT","2017-10-04","2018-01-29","Centre Pompidou, Paris","André Derain 1904 - 1914. La décennie radicale","https://www.centrepompidou.fr/cpv/ressource.action?param.id=FR_R-b98b2757-4780-4385-90f0-7f8545335069&param.idSource=FR_E-207775c4-6eea-46fb-8145-703614fa05ac"
