uid,dt-created,dt-modified,event-dt-begin,event-dt-end,event-location,title,link
"20120211155819","2012-02-11 15:58:19 GMT","2017-05-04 15:43:52 GMT","2012-02-11","2012-05-28","Gemeentemuseum Den Haag","Alexander Calder","http://www.gemeentemuseum.nl/index.php?id=37076&langId=en"
"20120216083808","2012-02-16 08:38:08 GMT","2012-03-21 08:35:19 GMT","2012-02-14","2012-05-28","Louisiana Museum of Modern Art, Humlebæk","Women of the Avant-garde 1920-1940","http://www.louisiana.dk/uk/Menu/Exhibitions/Women+of+the+Avant-garde/Women+of+the+Avant-garde+1920-1940"
"20120216140701","2012-02-16 14:07:01 GMT","2012-03-21 08:36:13 GMT","2012-06-12","2012-09-16","Museo Nacional del Prado, Madrid","Late Raphael","http://www.museodelprado.es/en/exhibitions/exhibitions/at-the-museum/el-ultimo-rafael/"
"20120216144309","2012-02-16 14:43:09 GMT","2012-03-21 08:36:30 GMT","2012-02-15","2012-05-27","Dulwich Picture Gallery, London","Van Dyck in Sicily","http://www.dulwichpicturegallery.org.uk/exhibitions/now_on_show/van_dyck_in_sicily.aspx"
"20120216205126","2012-02-16 20:51:26 GMT","2012-04-14 09:33:19 GMT","2012-02-28","2012-05-27","Tate Modern, London","Alighiero Boetti: Game Plan","http://www.tate.org.uk/whats-on/tate-modern/exhibition/alighiero-boetti-game-plan"
"20120216205405","2012-02-16 20:54:05 GMT","2017-05-04 15:43:52 GMT","2012-02-15","2012-07-15","Tate Britain, London","Picasso and Modern British Art","http://www.tate.org.uk/whats-on/tate-britain/exhibition/picasso-modern-british-art"
"20120216205838","2012-02-16 20:58:38 GMT","2012-03-22 13:25:55 GMT","2012-02-16","2012-05-20","Courtauld Gallery, London","Mondrian Nicholson In Parallel","http://www.courtauld.ac.uk/gallery/exhibitions/2012/mondrian-nicholson/index.shtml"
"20120216210350","2012-02-16 21:03:50 GMT","2012-03-22 13:26:50 GMT","2012-03-14","2012-06-05","National Gallery, London","Turner Inspired: In the Light of Claude","http://www.nationalgallery.org.uk/whats-on/exhibitions/turner-inspired"
"20120216210927","2012-02-16 21:09:27 GMT","2012-03-21 08:59:36 GMT","2012-02-14","2012-05-20","Museo Thyssen-Bornemisza, Madrid","Chagall","http://www.museothyssen.org/microsites/exposiciones/2012/chagall/ficha_en.html#ancla"
"20120217211532","2012-02-17 21:15:32 GMT","2012-03-22 13:27:19 GMT","2012-01-29","2012-05-13","Fondation Beyeler, Basel","Pierre Bonnard","http://www.fondationbeyeler.ch/ausstellungen/pierre-bonnard/einleitung-0"
"20120217213140","2012-02-17 21:31:40 GMT","2012-03-04 09:40:44 GMT","2012-10-16","2013-02-28","Von der Heydt Museum, Wuppertal","Rubens","http://www.rubens-ausstellung.de/"
"20120217213523","2012-02-17 21:35:23 GMT","2012-02-19 12:03:12 GMT","2012-03-13","2012-07-01","Musée d'Orsay, Paris","Degas and the Nude","http://www.musee-orsay.fr/en/events/exhibitions/in-the-musee-dorsay/exhibitions-in-the-musee-dorsay/article/degas-et-le-nu-30632.html?tx_ttnews%5BbackPid%5D=254&cHash=f2a0257974"
"20120218162611","2012-02-18 16:26:11 GMT","2012-02-20 10:50:08 GMT","2012-01-25","2012-05-27","Dulwich Picture Gallery, London","Ragamala Paintings from India","http://www.dulwichpicturegallery.org.uk/exhibitions/now_on_show/ragamala_paintings_from_india.aspx"
"20120219113735","2012-02-19 11:37:35 GMT","2012-03-13 11:30:20 GMT","2012-08-31","2012-12-30","Wallraf-Richartz Museum, Köln","1912 – Mission Moderne","http://www.wallraf.museum/index.php?id=337&L=1"
"20120219225203","2012-02-19 22:52:03 GMT","2013-03-21 07:15:26 GMT","2012-03-07","2013-08-12","Centre Pompidou, Metz","Sol LeWitt – Wall Drawings from 1968 to 2007","http://www.centrepompidou-metz.fr/en/sol-lewitt-wall-drawings-1968-2007"
"20120219230709","2012-02-19 23:07:09 GMT","2012-03-13 11:39:48 GMT","2012-02-03","2012-05-06","Städel Museum, Frankfurt","Claude Lorrain – The Enchanted Landscape","http://www.staedelmuseum.de/sm/index.php?StoryID=1354&websiteLang=en"
"20120219232542","2012-02-19 23:25:42 GMT","2012-03-13 11:39:16 GMT","2012-04-04","2012-06-25","Musée du Louvre, Paris","Les Belles Heures du duc de Berry","http://www.louvre.fr/en/expositions/belles-heures-jean-de-france-duc-de-berry"
"20120220102013","2012-02-20 10:20:13 GMT","2012-06-21 06:40:54 GMT","2012-06-21","2012-10-14","M Leuven","Sol LeWitt – Colors","http://www.mleuven.be/en/contemporary-art/sol-lewitt/"
"20120220104714","2012-02-20 10:47:14 GMT","2012-05-17 07:13:42 GMT","2012-05-17","2012-08-27","Ashmolean Museum, Oxford","The English Prize","http://www.ashmolean.org/exhibitions/westmorland/"
"20120220131300","2012-02-20 13:13:00 GMT","2012-03-28 18:33:40 GMT","2012-05-15","2012-09-30","Museo Guggenheim, Bilbao","David Hockney: A Bigger Picture","http://www.guggenheim-bilbao.es/secciones/programacion_artistica/nombre_exposicion_claves.php?idioma=en&id_exposicion=147"
"20120220133211","2012-02-20 13:32:11 GMT","","2012-04-13","2012-08-19","Musée d'Art Moderne de la Ville de Paris","Robert Crumb","http://www.mam.paris.fr/en/expositions/crumb"
"20120220133525","2012-02-20 13:35:25 GMT","2012-05-06 12:28:00 GMT","2011-11-10","2012-06-10","Musée d'Art Moderne de la Ville de Paris","Giorgio de Chirico","http://www.mam.paris.fr/en/expositions/presentation-isabella-pakszwer-de-chirico-legacy"
"20120220195432","2012-02-20 19:54:32 GMT","2012-03-21 09:27:42 GMT","2012-02-09","2012-05-27","National Portrait Gallery, London","Lucian Freud – Portraits","http://www.npg.org.uk/freudsite/index.htm"
"20120220225112","2012-02-20 22:51:12 GMT","2012-04-25 12:44:35 GMT","2012-02-09","2012-05-28","Schirn Kunsthalle, Frankfurt","Munch – The Modern Eye","http://www.munch-in-frankfurt.de/index.php"
"20120221083305","2012-02-21 08:33:05 GMT","2012-05-15 08:44:26 GMT","2012-06-20","2012-09-23","Schirn Kunsthalle, Frankfurt","Jeff Koons. The Painter","http://www.schirn.de/en/exhibitions/2012/jeff-koons/koons-exhibition.html"
"20120221083525","2012-02-21 08:35:25 GMT","2012-10-18 19:45:05 GMT","2012-10-18","2013-01-20","Schirn Kunsthalle, Frankfurt","Gustave Caillebotte: an impressionist and photography","http://www.schirn.de/en/exhibitions/2012/gustave-caillebotte.html"
"20120221084232","2012-02-21 08:42:32 GMT","2012-04-14 09:28:40 GMT","2012-04-04","2012-09-09","Tate Modern, London","Damien Hirst","http://www.tate.org.uk/whats-on/tate-modern/exhibition/damien-hirst"
"20120221084452","2012-02-21 08:44:52 GMT","2012-04-14 09:28:11 GMT","2012-06-28","2012-10-14","Tate Modern, London","Munch – The Modern Eye","http://www.tate.org.uk/whats-on/tate-modern/exhibition/edvard-munch-modern-eye"
"20120221093311","2012-02-21 09:33:11 GMT","2012-06-08 07:48:57 GMT","2012-11-14","2013-04-01","Tate Modern, London","A Bigger Splash","http://www.tate.org.uk/whats-on/tate-modern/exhibition/bigger-splash-painting-after-performance-art"
"20120221215227","2012-02-21 21:52:27 GMT","2012-06-06 07:13:31 GMT","2012-06-06","2012-10-14","Museum Tinguely, Basel","Vladimir Tatlin ","http://www.tinguely.ch/de/ausstellungen_events/austellungen/2012/Tatlin.html"
"20120222103545","2012-02-22 10:35:45 GMT","","2011-10-15","2012-05-01","Vitra Design Museum, Weil am Rhein","Rudolf Steiner – Alchemy of the Everyday","http://www.design-museum.de/museum/ausstellungen/steiner/index.php"
"20120222210610","2012-02-22 21:06:10 GMT","2012-09-29 08:28:14 GMT","2012-09-28","2013-01-06","Teylers Museum, Haarlem","Raphael","http://www.teylersmuseum.eu/rafael/index.php?lang=en"
"20120222234957","2012-02-22 23:49:57 GMT","2012-05-06 12:28:51 GMT","2012-04-28","2012-08-12","Museum Kunstpalast, Düsseldorf","El Greco and Modernism","http://www.smkp.de/en/exhibitions/current/el-greco.html"
"20120223223321","2012-02-23 22:33:21 GMT","2012-02-27 14:30:34 GMT","2012-06-11","2012-09-23","Museo de Bellas Artes de Bilbao","Goya: Prints of invention","http://www.museobilbao.com/in/exposiciones/goya-prints-of-invention-185"
"20120227143459","2012-02-27 14:34:59 GMT","2014-04-24 09:16:48 GMT","2012-02-16","2012-05-20","Palazzo Reale, Milano","Titian and the birth of the modern landscape","http://www.mostratiziano.it/info.php"
"20120229174527","2012-02-29 17:45:27 GMT","2014-04-24 09:16:27 GMT","2012-03-08","2012-07-29","Musée Marmottan Monet, Paris","Berthe Morisot","http://www.marmottan.com/francais/expositions/expositions-en-cours.asp"
"20120229214626","2012-02-29 21:46:26 GMT","2014-04-24 09:16:10 GMT","2012-03-23","2012-07-23","Musée Jacquemart-André, Paris","The Twilight of the Pharaohs","http://www.musee-jacquemart-andre.com/en/events/twilight-pharaohs"
"20120301131206","2012-03-01 13:12:06 GMT","2014-04-17 06:14:44 GMT","2013-10-09","2014-05-18","Musée Zadkine, Paris","Prokudin-Gorsky: Voyage dans l’ancienne Russie","http://parismusees.paris.fr/en/exhibition/voyage-through-traditional-russia"
"20120302083004","2012-03-02 08:30:04 GMT","2013-02-02 11:26:58 GMT","2012-06-12","2012-09-16","Museo Thyssen-Bornemisza, Madrid","Edward Hopper","http://www.museothyssen.org/microsites/exposiciones/2012/hopper/"
"20120302083331","2012-03-02 08:33:31 GMT","2013-02-02 11:27:12 GMT","2012-10-09","2013-01-13","Museo Thyssen-Bornemisza, Madrid","Gauguin and the voyage to the exotic","http://www.museothyssen.org/en/thyssen/exposiciones_proximas/89"
"20120302090357","2012-03-02 09:03:57 GMT","","2012-02-10","2012-05-27","Sternberg Palace, Prague","Rembrandt & Co.","http://www.ngprague.cz/en/10/0/4044/sekce/rembrandt-co-stories-told-by-a-prosperous-age/"
"20120302093249","2012-03-02 09:32:49 GMT","2014-04-24 09:17:15 GMT","2012-05-13","2012-09-02","Fondation Beyeler, Basel","Jeff Koons","http://www.fondationbeyeler.ch/en/exhibitions/jeff-koons/introduction"
"20120302093422","2012-03-02 09:34:22 GMT","2014-04-24 09:17:21 GMT","2012-09-30","2013-01-27","Fondation Beyeler, Basel","Edgar Degas","http://www.fondationbeyeler.ch/ausstellungen/edgar-degas/einleitung"
"20120302184938","2012-03-02 18:49:38 GMT","2012-05-06 12:29:12 GMT","2012-02-24","2012-08-27","Leopold Museum, Wien","Klimt: Up Close and Personal","http://www.leopoldmuseum.org/en/exhibitions/43/klimt-up-close-and-personal"
"20120302185148","2012-03-02 18:51:48 GMT","2012-05-06 12:29:26 GMT","2012-03-14","2012-06-10","Albertina, Wien","Gustav Klimt – The Drawings","http://albertina.at/jart/prj3/albertina/main.jart?rel=en&content-id=1202307119260&reserve-mode=active&ausstellungen_id=1287026238568"
"20120303181933","2012-03-03 18:19:33 GMT","2012-03-03 18:29:30 GMT","2012-03-03","2012-06-24","Museum De Pont, Tilburg","Ai Weiwei","http://www.depont.nl/nc/en/exhibitions/program/release/pers/ai-weiwei/"
"20120304090840","2012-03-04 09:08:40 GMT","2013-03-04 07:53:40 GMT","2012-03-13","2012-06-10","Von der Heydt Museum, Wuppertal","Der Sturm","http://www.der-sturm-ausstellung.de/"
"20120304094347","2012-03-04 09:43:47 GMT","2013-03-04 07:53:23 GMT","2012-10-13","2013-02-03","Vitra Design Museum, Weil am Rhein","Pop Art Design","http://www.design-museum.de/en/exhibitions/current-exhibitions.html"
"20120305201008","2012-03-05 20:10:08 GMT","2014-04-24 09:15:54 GMT","2012-03-31","2012-08-12","Victoria and Albert Museum, London","British Design 1948-2012","http://www.vam.ac.uk/content/exhibitions/exhibition-british-design/british-design-about-the-exhibition/"
"20120309105936","2012-03-09 10:59:36 GMT","2013-01-04 08:50:25 GMT","2012-10-03","2013-01-21","Musée de l'Orangerie, Paris","Chaïm Soutine","http://www.musee-orangerie.fr/pages/page_id19505_u1l2.htm"
"20120309165630","2012-03-09 16:56:30 GMT","2012-06-03 10:40:35 GMT","2012-06-30","2012-10-28","Scottish National Gallery, Edinburgh","Expanding Horizons – Giovanni Battista Lusieri and the Panoramic Landscape","http://www.nationalgalleries.org/whatson/exhibitions/expanding-horizons"
"20120310165714","2012-03-10 16:57:14 GMT","2012-03-13 11:29:27 GMT","2012-02-01","2012-04-29","Palais des Beaux-Arts, Brussel","Cy Twombly – Photographs 1951-2010","http://www.bozar.be/activity.php?id=11613&lng=en"
"20120310203033","2012-03-10 20:30:33 GMT","2012-03-13 11:29:14 GMT","2012-02-03","2012-05-13","Kunsthalle der Hypo-Kulturstiftung, München","Georgia O'Keeffe – Life and work","http://www.hypo-kunsthalle.de/newweb/eokeeffe.html"
"20120312071101","2012-03-12 07:11:01 GMT","2012-03-13 11:29:01 GMT","2012-03-07","2012-06-18","Centre Pompidou, Paris","Matisse – Paires et séries","http://www.centrepompidou.fr/Pompidou/Manifs.nsf/AllExpositions/74951096E37F5FB0C125795F00364512?OpenDocument&sessionM=2.2.2&L=1&form=Actualite"
"20120312074642","2012-03-12 07:46:42 GMT","2012-03-13 11:27:19 GMT","2013-01-25","2013-05-19","Hamburger Kunsthalle, Hamburg","Giacometti – The Playing Fields","http://www.hamburger-kunsthalle.de/index.php/Giacometti._The_Playing_Fields/articles/Giacometti._The_Playing_Fields.html"
"20120312101627","2012-03-12 10:16:27 GMT","2012-05-31 21:51:55 GMT","2012-06-08","2012-09-09","Helsinki Art Museum, Helsinki","Georgia O'Keeffe","http://www.hel.fi/wps/portal/Taidemuseo_en/Artikkeli?WCM_GLOBAL_CONTEXT=/taimu/en/Exhibitions/Upcoming"
"20120312111545","2012-03-12 11:15:45 GMT","2012-06-28 09:23:14 GMT","2012-03-16","2012-08-23","Chiostro del Bramante, Roma","Miró! Poesia e luce","http://chiostrodelbramante.it/info/miro_poesia_e_luce/"
"20120312112019","2012-03-12 11:20:19 GMT","2012-03-13 11:35:52 GMT","2012-03-24","2012-07-08","Museo Correr, Venezia","Gustav Klimt – In the sign of Hoffmann and the Secession","http://correr.visitmuve.it/en/mostre-en/mostre-in-corso-en/gustav-klimt-in-the-sign-of-hoffmann-and-the-secession/2012/02/7516/project/"
"20120312114442","2012-03-12 11:44:42 GMT","2012-12-14 08:42:03 GMT","2012-09-29","2013-02-17","Museo Correr, Venezia","Francesco Guardi","http://correr.visitmuve.it/en/"
"20120313102957","2012-03-13 10:29:57 GMT","2012-03-13 11:25:07 GMT","2012-05-22","2012-09-23","Jeu de Paume, Paris","Eva Besnyö","http://www.jeudepaume.org/index.php?page=article&idArt=1619&lieu=7"
"20120313103728","2012-03-13 10:37:28 GMT","2012-03-13 11:24:02 GMT","2012-02-21","2012-04-29","Jeu de Paume, Paris","Berenice Abbott – Photographs","http://www.jeudepaume.org/index.php?page=article&idArt=1614&lieu=7"
"20120313215258","2012-03-13 21:52:58 GMT","2012-03-14 07:55:55 GMT","2012-09-08","2013-01-20","Kunstmuseum Wolfsburg","Frank Stella – The Retrospective","http://www.kunstmuseum-wolfsburg.de/exhibition_future/121/Frank_Stella_–_The_Retrospective."
"20120313215448","2012-03-13 21:54:48 GMT","2012-03-14 07:58:02 GMT","2011-09-03","2012-05-13","Kunstmuseum Wolfsburg","Henri Cartier-Bresson – The Geometry of the Moment","http://www.kunstmuseum-wolfsburg.de/exhibition/122/Henri_Cartier-Bresson._The_Geometry_of_the_Moment"
"20120314105523","2012-03-14 10:55:23 GMT","2012-04-14 09:27:29 GMT","2012-07-24","2012-10-28","Tate Modern, London","Tino Sehgal 2012","http://www.tate.org.uk/whats-on/tate-modern/exhibition/unilever-series-tino-sehgal"
"20120314134458","2012-03-14 13:44:58 GMT","2012-03-14 16:04:43 GMT","2012-02-26","2012-06-03","Museum voor Schone Kunsten, Gent","Ford Madox Brown – Pre-Raphaelite Pioneer","http://mskgent.be/en/exhibitions/ford-madox-brown/ford-madox-brown-pre-raphaelite-pioneer"
"20120315211507","2012-03-15 21:15:07 GMT","2013-02-19 09:10:24 GMT","2012-11-20","2013-03-31","Museo Nacional del Prado, Madrid","The young Van Dyck","http://www.museodelprado.es/en/exhibitions/exhibitions/at-the-museum/el-joven-van-dyck"
"20120315211749","2012-03-15 21:17:49 GMT","","2012-06-26","2012-09-30","Museo Nacional del Prado, Madrid","Murillo and Justino de Neve","http://www.museodelprado.es/en/exhibitions/exhibitions/at-the-museum/murillo-y-justino-de-neve"
"20120316073858","2012-03-16 07:38:58 GMT","2012-03-16 16:58:01 GMT","2012-06-20","2012-09-16","Dulwich Picture Gallery, London","Andy Warhol: The Portfolios","http://www.dulwichpicturegallery.org.uk/exhibitions/coming_soon/andy_warhol_the_portfolios.aspx"
"20120316074634","2012-03-16 07:46:34 GMT","2012-09-21 09:42:41 GMT","2013-01-23","2013-05-05","Albertina, Wien","Max Ernst","http://albertina.at:80/jart/prj3/albertina/main.jart?rel=en&reserve-mode=active&content-id=1202307119323&ausstellungen_id=1313041137170"
"20120316081507","2012-03-16 08:15:07 GMT","2012-07-09 08:09:44 GMT","2012-10-06","2013-02-17","ARoS, Århus","Edvard Munch – Angst/Anxiety","http://en.aros.dk/visit-aros/exhibitions/2012-(1)/edvard-munch-angst-anxiety/"
"20120316203855","2012-03-16 20:38:55 GMT","2012-05-31 21:58:06 GMT","2012-06-02","2012-09-09","Museum Kunstpalast, Düsseldorf","Akseli Gallen-Kallela – Mystically Nordic","http://www.smkp.de/en/exhibitions/current/akseli-gallen-kallela-1865-1931.html"
"20120316204113","2012-03-16 20:41:13 GMT","2012-12-23 10:50:07 GMT","2012-09-23","2013-02-03","Museum Kunstpalast, Düsseldorf","Andreas Gursky","http://www.smkp.de/en/exhibitions/current.html"
"20120318120616","2012-03-18 12:06:16 GMT","2012-04-14 09:22:36 GMT","2012-09-12","2013-01-13","Tate Britain, London","Pre-Raphaelites: Victorian Avant-Garde","http://www.tate.org.uk/whats-on/tate-britain/exhibition/pre-raphaelites-victorian-avant-garde"
"20120318121220","2012-03-18 12:12:20 GMT","2012-03-18 13:22:26 GMT","2012-06-16","2012-09-02","Moderna Museet, Malmö","Irving Penn","http://www.modernamuseet.se/en/Malmo/Exhibitions/2012/Irving-Penn/"
"20120318121331","2012-03-18 12:13:31 GMT","2012-03-18 13:23:40 GMT","2012-02-11","2012-05-28","Staatsgalerie, Stuttgart","Turner Monet Twombly – Later Paintings","http://www.staatsgalerie.de/ausstellung_e/tmt/"
"20120318121347","2012-03-18 12:13:47 GMT","2012-04-14 09:20:37 GMT","2012-06-22","2012-10-28","Tate Liverpool","Turner Monet Twombly","http://www.tate.org.uk/whats-on/tate-liverpool/exhibition/turner-monet-twombly"
"20120318133703","2012-03-18 13:37:03 GMT","2013-01-03 11:47:29 GMT","2012-09-29","2013-01-27","Moderna Museet, Malmö","Supersurrealism","http://www.modernamuseet.se/en/Malmo/Exhibitions/2012/SUPERSURREALISM/"
"20120318135447","2012-03-18 13:54:47 GMT","","2012-02-10","2012-05-13","Albertina, Wien","Impressionism – pastels watercolors drawings","http://albertina.at:80/jart/prj3/albertina/main.jart?rel=en&reserve-mode=active&content-id=1202307119317&ausstellungen_id=1290780438042"
"20120318135954","2012-03-18 13:59:54 GMT","2013-03-09 15:17:49 GMT","2013-03-14","2013-06-30","Albertina, Wien","Bosch Bruegel Rubens Rembrandt","http://albertina.at:80/jart/prj3/albertina/main.jart?rel=en&reserve-mode=active&content-id=1202307119323&ausstellungen_id=1304426266799"
"20120318140155","2012-03-18 14:01:55 GMT","2013-08-13 08:42:09 GMT","2013-09-20","2014-01-12","Albertina, Wien","Matisse and the Fauves","http://albertina.at:80/jart/prj3/albertina/main.jart?rel=en&reserve-mode=active&content-id=1202307119323&ausstellungen_id=1313041137172"
"20120318143035","2012-03-18 14:30:35 GMT","2012-12-07 11:12:50 GMT","2013-06-01","2013-11-24","Venezia","Biennale di Venezia","http://www.labiennale.org/en/art/"
"20120318161156","2012-03-18 16:11:56 GMT","2012-03-18 16:22:08 GMT","2012-03-24","2012-06-03","Palazzo Reale, Milano","Dario Fo a Milano","http://www.mostradariofo.it/"
"20120319162419","2012-03-19 16:24:19 GMT","2012-03-21 07:34:37 GMT","2012-10-05","2013-01-28","Berlinische Galerie, Berlin","Art Photography in the GDR 1949-1989","http://www.berlinischegalerie.de/en/exhibitions/preview/art-photography-in-the-gdr-1949-1989.html"
"20120321131719","2012-03-21 13:17:19 GMT","2012-06-30 06:02:55 GMT","2012-07-24","2012-10-14","IVAM, Valencia","Frank Stella","http://www.ivam.es/exposiciones/2902-frank-stella"
"20120322080552","2012-03-22 08:05:52 GMT","2013-02-28 13:15:49 GMT","2012-10-12","2013-02-17","Musée d'Art Moderne de la Ville de Paris","L'Art en guerre, France 1938-1947","http://www.mam.paris.fr/en/expositions/l-art-en-guerre-art-war-france-1938-1947"
"20120322080845","2012-03-22 08:08:45 GMT","2012-07-09 09:01:07 GMT","2013-03-02","2013-06-30","Museum voor Schone Kunsten, Gent","Belgian Modernism","http://mskgent.be/en/exhibitions/belgian-modernism/belgian-modernism"
"20120322094358","2012-03-22 09:43:58 GMT","2012-12-13 09:14:45 GMT","2013-06-02","2013-10-13","Nasjonalgalleriet & Munch-museet, Oslo","Munch 2013 – The Retrospective","http://www.munch2013.no/en/Calendar/The-Retrospective-585224"
"20120322142856","2012-03-22 14:28:56 GMT","2012-03-24 10:48:01 GMT","2012-02-07","2012-05-06","Palazzo delle Esposizioni, Roma","Guggenheim Collection: The American Avant-Garde 1945-1980","http://english.palazzoesposizioni.it/categorie/exhibition-014"
"20120324101922","2012-03-24 10:19:22 GMT","2012-12-23 11:27:09 GMT","2012-09-29","2013-01-20","Museum Folkwang, Essen","The Ecstasy of Colour – Munch, Matisse and the Expressionists","http://www.folkwang-im-farbenrausch.de/en/exhibition/exhibition.html"
"20120324103231","2012-03-24 10:32:31 GMT","2013-01-03 13:03:51 GMT","2012-10-08","2013-02-10","Museo de Bellas Artes de Bilbao","Botero – Celebration","http://www.museobilbao.com/in/exposiciones/botero-186"
"20120326203751","2012-03-26 20:37:51 GMT","2012-03-26 20:42:13 GMT","2012-06-09","2012-09-16","Kassel","Documenta (13)","http://d13.documenta.de/"
"20120328183013","2012-03-28 18:30:13 GMT","2012-03-28 18:33:58 GMT","2012-10-30","2013-02-17","Museo Guggenheim, Bilbao","Claes Oldenburg: The Sixties","http://www.guggenheim-bilbao.es/secciones/programacion_artistica/nombre_exposicion_descripcion.php?idioma=en&id_exposicion=149"
"20120328183428","2012-03-28 18:34:28 GMT","2012-09-21 09:35:32 GMT","2012-10-02","2013-01-06","Museo Guggenheim, Bilbao","Egon Schiele","http://www.guggenheim-bilbao.es/secciones/programacion_artistica/nombre_exposicion_descripcion.php?idioma=en&id_exposicion=150"
"20120329205753","2012-03-29 20:57:53 GMT","2012-12-24 10:41:24 GMT","2012-09-14","2013-01-21","Musée Jacquemart-André, Paris","Canaletto – Guardi: The two masters of Venice","http://www.musee-jacquemart-andre.com/en/events/canaletto-guardi"
"20120404074208","2012-04-04 07:42:08 GMT","2012-11-13 08:21:45 GMT","2012-11-13","2013-03-10","Musée d'Orsay, Paris","Félix Thiollier (1842-1914), photographer","http://www.musee-orsay.fr/en/events/exhibitions/in-the-musee-dorsay/exhibitions-in-the-musee-dorsay/article/felix-thiollier-33534.html?tx_ttnews%5BbackPid%5D=254&cHash=bcd8bbc07b"
"20120406201751","2012-04-06 20:17:51 GMT","2012-11-19 20:07:08 GMT","2012-10-11","2013-01-13","Courtauld Gallery, London","Peter Lely","http://www.courtauld.ac.uk/gallery/exhibitions/2012/peter-lely/index.shtml"
"20120406212849","2012-04-06 21:28:49 GMT","2012-04-07 07:03:03 GMT","2012-04-07","2012-09-23","Scottish National Gallery of Modern Art, Edinburgh","Edvard Munch – Graphic Works from The Gundersen Collection","http://www.nationalgalleries.org/whatson/exhibitions/edvard-munch"
"20120408140203","2012-04-08 14:02:03 GMT","2012-07-07 15:07:50 GMT","2012-04-25","2012-07-29","Musée Carnavalet, Paris","Eugène Atget","http://carnavalet.paris.fr/en/exhibitions/eugene-atget-paris"
"20120408201157","2012-04-08 20:11:57 GMT","2012-04-08 20:23:50 GMT","2012-09-20","2013-01-06","Palazzo Reale, Milano","Picasso","http://www.mostrapicasso.it/"
"20120408220812","2012-04-08 22:08:12 GMT","","2012-01-13","2012-05-13","Louisiana Museum of Modern Art, Humlebæk","Andreas Gursky","http://www.louisiana.dk/uk/Menu/Exhibitions/Andreas+Gursky"
"20120409211316","2012-04-09 21:13:16 GMT","2012-05-29 08:48:37 GMT","2012-03-24","2012-07-30","Grand Palais, Paris","Helmut Newton","http://www.rmn.fr/helmut-newton"
"20120411074444","2012-04-11 07:44:44 GMT","2012-06-06 06:50:56 GMT","2012-06-06","2012-10-21","Louisiana Museum of Modern Art, Humlebæk","Edward Kienholz: Five Car Stud","http://www.louisiana.dk/uk/Menu/Exhibitions/Edward+Kienholz+-+Five+Car+Stud"
"20120411074717","2012-04-11 07:47:17 GMT","","2012-09-14","2013-01-13","Louisiana Museum of Modern Art, Humlebæk","Self-portraits","http://www.louisiana.dk/uk/Menu/Exhibitions/Upcoming+exhibitions+2012"
"20120412152628","2012-04-12 15:26:28 GMT","2012-04-12 15:43:50 GMT","2012-04-05","2012-09-02","Museo dell'Ara Pacis, Roma","Russian avant-garde","http://en.arapacis.it/mostre_ed_eventi/mostre/avanguardie_russe"
"20120413061940","2012-04-13 06:19:40 GMT","2013-01-17 18:31:00 GMT","2012-09-28","2013-02-18","Leopold Museum, Wien","Japan – The Fragility of Being","http://www.leopoldmuseum.org/en/exhibitions/45/japan-the-fragility-of-being"
"20120413212729","2012-04-13 21:27:29 GMT","2012-07-12 10:28:35 GMT","2012-11-07","2013-02-03","Städel Museum, Frankfurt","Raphael – Drawings","http://www.staedelmuseum.de/sm/index.php?StoryID=1464&websiteLang=en"
"20120414184521","2012-04-14 18:45:21 GMT","2013-02-04 15:15:57 GMT","2012-09-29","2013-04-21","K21 Kunstsammlung NRW, Düsseldorf","Paul Klee","http://www.kunstsammlung.de/en/discover/exhibitions/100-x-paul-klee.html"
"20120416084957","2012-04-16 08:49:57 GMT","2012-04-17 10:30:19 GMT","2012-03-30","2012-08-19","Musée d'Art Moderne de la Ville de Paris","Christopher Wool","http://www.mam.paris.fr/en/expositions/christopher-wool"
"20120416112257","2012-04-16 11:22:57 GMT","2013-02-05 16:58:35 GMT","2013-02-05","2013-05-12","Museo Thyssen-Bornemisza, Madrid","Impressionism and Open-air Painting. From Corot to Van Gogh.","http://www.museothyssen.org/microsites/exposiciones/2013/airelibre/index_en.html"
"20120416115554","2012-04-16 11:55:54 GMT","2012-06-08 07:30:30 GMT","2012-03-21","2012-09-09","Palazzo Reale, Torino","Henri Cartier-Bresson Photographe","http://www.piemonte.beniculturali.it/index.php?option=com_content&view=article&id=351"
"20120418063147","2012-04-18 06:31:47 GMT","","2012-05-26","2012-09-24","Centre Pompidou, Metz","1917","http://www.centrepompidou-metz.fr/en/1917"
"20120419095303","2012-04-19 09:53:03 GMT","2012-04-19 09:56:12 GMT","2012-06-06","2012-09-24","Centre Pompidou, Paris","Gerhard Richter","http://www.centrepompidou.fr/"
"20120419101359","2012-04-19 10:13:59 GMT","","2012-06-07","2012-09-17","Musée du Louvre, Paris","Gerhard Richter: Drawings and Other Works on Paper","http://www.louvre.fr/en/expositions/contemporary-art-gerhard-richter-drawings-and-other-works-paper"
"20120424155054","2012-04-24 15:50:54 GMT","2012-05-10 11:43:28 GMT","2012-04-28","2012-08-05","Museum Folkwang, Essen","Our Age Has a New Sense of Form","http://www.museum-folkwang.de/en/exhibitions/future-exhibitions/our-age-has-a-new-sense-of-form.html"
